Agglomeration_ID,agglosName,x,y,Pop2015,ISO3,Region,Between,degree
2320,Cairo,31.324,30.13,22995802,EGY,North,69796167.84,6
5199,Lagos,3.316,6.668,11847635,NGA,West,31276633.81,4
7098,Onitsha,6.928,5.815,8530514,NGA,West,21103884.93,6
4220,Johannesburg,28.016,-26.05,8314220,ZAF,South,35689737.82,5
4858,Kinshasa,15.293,-4.408,7270000,COD,Central,1119783.821,4
5331,Luanda,13.385,-8.924,6979211,AGO,Central,2296773.6,3
597,Alexandria,29.797,31.125,6585102,EGY,North,29745470.19,9
6509,Nairobi,36.813,-1.181,5877118,KEN,East,9670021.929,4
2622,Dar es Salaam,39.177,-6.807,5325879,TZA,East,3489326.747,4
4740,Khartum,32.538,15.522,5264746,SDN,North,5337277.801,7
4903,Kisumu,34.764,0.37,5040159,KEN,East,10014562.18,3
32,Abidjan,-3.949,5.368,4717347,CIV,West,3383169.879,3
145,Accra,-0.203,5.657,4452483,GHA,West,4771741.548,8
2341,Casablanca,-7.618,33.557,4182929,MAR,North,19508109.6,6
9059,Yaoundé,11.532,3.93,3901680,CMR,Central,2411728.042,9
4519,Kano,8.526,11.998,3888582,NGA,West,4380268.555,9
631,Alger,3.036,36.681,3886202,DZA,North,21578398.09,11
4486,Kampala,32.546,0.291,3790894,UGA,East,5136018.13,7
8219,Suhag,31.477,26.714,3749685,EGY,North,10363272.24,3
159,Addis Ababa,38.773,8.884,3711329,ETH,East,5946818.448,9
2333,Cape Town,18.534,-33.969,3661684,ZAF,South,8452807.719,8
4899,Kisii,34.772,-0.677,3407476,KEN,East,9850756.426,3
2915,Durban,31.005,-29.848,3088935,ZAF,South,10545843.53,9
3853,Ibadan,3.91,7.426,3088477,NGA,West,24581000.69,7
2545,Dakar,-17.458,14.738,3067637,SEN,West,7029980.54,4
5112,Kumasi,-1.627,6.683,2802344,GHA,West,3923607.565,6
1547,Bamako,-8.028,12.631,2781734,MLI,West,556684.629,5
2478,Cidade de Maputo,32.592,-25.758,2607026,MOZ,East,1513296.304,4
2866,Douala,9.749,4.062,2567572,CMR,Central,2888756.566,2
8682,Tunis,10.185,36.78,2442503,TUN,North,5587118.114,8
5398,Lusaka,28.306,-15.412,2426689,ZMB,East,2151605.023,4
7156,Ouagadougou,-1.509,12.346,2299007,BFA,West,707162.6101,7
3743,Harare,31.094,-17.874,2272905,ZWE,East,2299858.983,8
8806,Uyo,7.739,5.08,2271025,NGA,West,8469682.674,4
8144,Sodo,37.866,7.112,2261958,ETH,East,1623514.778,2
5845,Mbale,34.371,0.964,2228643,UGA,East,518262.6529,2
4802,Kigali,30.01,-1.797,2202094,RWA,East,2774593.13,5
2500,Conakry,-13.517,9.703,2186966,GIN,West,392416.5624,6
3778,Hawassa,38.415,6.743,2182604,ETH,East,2534266.398,2
5344,Lubumbashi,27.487,-11.655,2077000,COD,Central,1116528.225,3
3094,Embu,36.915,-0.668,2046897,KEN,East,1567676.292,1
829,al-Mansura,31.289,31,2018861,EGY,North,39709185.37,7
133,Abuja,7.466,9.083,1998816,NGA,West,12895989.44,6
8382,Tarâbulus,13.093,32.688,1949325,LBY,North,443211.3477,11
7457,Rabat,-6.848,33.985,1925479,MAR,North,20744502.07,9
7357,Port Harcourt,7.029,4.83,1845232,NGA,West,8639152.15,4
5317,Lomé/Aflao [TGO],1.157,6.235,1733330,TGO,West,3350315.888,4
6180,Mogadisho,45.338,2.059,1712400,SOM,East,590017.4368,2
9,Aba,7.357,5.224,1687158,NGA,West,18121369.9,5
2158,Brazzaville,15.263,-4.242,1588304,COG,Central,205186.8563,3
1822,Benin,5.613,6.326,1569977,NGA,West,9479946.86,6
2505,Cotonou,2.355,6.501,1527277,BEN,West,3087550.848,3
3280,Freetown,-13.155,8.394,1456596,SLE,West,807825.3333,5
4291,Kaduna,7.414,10.53,1447250,NGA,West,5397542.527,5
6869,Nsukka,7.415,6.853,1430312,NGA,West,7560571.083,6
1350,Asyut,31.206,27.215,1345668,EGY,North,9781271.695,7
8177,Soshanguve,28.121,-25.43,1293433,ZAF,South,8671685.782,2
6212,Mombasa,39.693,-4.003,1257654,KEN,East,1107946.99,3
6627,Ndjamena/Kousséri [TCD],15.046,12.147,1210048,TCD,Central,94053.7502,2
6224,Monrovia,-10.747,6.338,1190635,LBR,West,246472.5185,4
3232,Fes,-5.011,33.987,1174743,MAR,North,6481190.389,8
1470,Bafoussam,10.351,5.428,1146230,CMR,Central,1966694.844,5
5275,Lilongwe,33.761,-13.982,1124965,MWI,East,985090.6827,4
1121,al-Zaqaziq,31.502,30.584,1075066,EGY,North,33760330.01,6
6741,Niamey,2.118,13.518,1071481,NER,West,171303.989,5
3525,Gisenyi/Kisoro[RWA],29.487,-1.576,1069680,RWA,East,963279.1572,4
6852,Nouakchott,-15.989,18.092,1060776,MRT,West,41586.44679,4
1966,Blantyre,35.006,-15.763,1057790,MWI,East,3735205.036,5
2195,Bujumbura,29.414,-3.472,1043847,BDI,East,1547661.23,3
7110,Oran,-0.633,35.684,1043424,DZA,North,8174423.433,7
5538,Maiduguri,13.129,11.84,1012148,NGA,West,863962.6022,6
2905,Dumyat,31.679,31.357,1009253,EGY,North,10767051.7,7
8359,Tanger,-5.909,35.725,1007874,MAR,North,4328842.474,5
5736,Marrakech,-7.965,31.611,1007166,MAR,North,3475198.032,7
235,Agadir,-9.534,30.367,978629,MAR,North,2692096.765,5
1589,Bangui,18.55,4.398,945883,CAF,Central,95059.13034,4
3119,Enugu,7.507,6.438,905042,NGA,West,9442724.617,4
5882,Mbuji-Mayi,23.59,-6.141,901000,COD,Central,2908901.016,2
4030,Ilorin,4.555,8.481,891330,NGA,West,6022190.464,6
5271,Libreville,9.469,0.42,885670,GAB,Central,48844.6408,3
8587,Touba Mosquée,-15.896,14.853,872732,SEN,West,2697991.257,5
4226,Jos,8.886,9.874,870424,NGA,West,2561416.583,3
5813,Maua,37.958,0.24,848272,KEN,East,325384.0806,1
7347,Pointe Noire,11.895,-4.825,845481,COG,Central,96132.55164,3
8156,Sokoto,5.227,13.021,840020,NGA,West,595023.899,3
1302,Arusha,36.706,-3.378,833507,TZA,East,1042698.993,3
9129,Zaria,7.727,11.103,796340,NGA,West,4666588.398,8
7876,Serrekunda,-16.705,13.395,788777,GMB,West,1740879.761,3
7356,Port Elizabeth,25.552,-33.914,788204,ZAF,South,3686364.354,6
3165,Evaton Central,27.849,-26.537,784481,ZAF,South,13419082.62,6
7132,Osogbo,4.535,7.784,763544,NGA,West,9270489.958,6
8370,Tanta,31.023,30.759,755175,EGY,North,32547911.31,8
2198,Bukavu,28.864,-2.567,754000,COD,Central,350533.3113,4
2031,Bomet,35.133,-0.736,753093,KEN,East,4064070.698,2
29,Abeokuta,3.377,7.17,747542,NGA,West,9146886.223,6
6454,Mwanza,32.949,-2.547,741876,TZA,East,1769176.173,3
9125,Zanzibar,39.222,-6.113,733039,TZA,East,2175358.967,3
3988,Ikorodu,3.503,6.661,732343,NGA,West,13779400.21,4
3751,Hargeisa,44.066,9.556,706400,SOM,East,47265.39124,2
2503,Constantine,6.627,36.364,703927,DZA,North,11050111.94,8
550,al-Bilina,31.936,26.197,701286,EGY,North,5963255.157,2
2280,Butembo,29.306,0.138,691000,COD,Central,1234354.813,2
8302,Takoradi,-1.773,4.932,679797,GHA,West,705944.0059,2
7359,Port Said,32.29,31.238,678467,EGY,North,5518462.556,2
1975,Bobo-Dioulasso,-4.306,11.201,667853,BFA,West,357944.7112,5
2204,Bulawayo,28.591,-20.158,663804,ZWE,East,1207421.068,3
608,al-Fayyum,30.842,29.32,646968,EGY,North,11689665.1,4
5922,Meknes,-5.562,33.874,629519,MAR,North,5123428.903,6
5336,Lubango,13.507,-14.904,615770,AGO,Central,44668.26875,3
7327,Pietermaritzburg Central,30.318,-29.628,612948,ZAF,South,5199182.412,3
4967,Kolwezi,25.509,-10.727,602000,COD,Central,1301148.684,2
4920,Kitwe,28.212,-12.81,601203,ZMB,East,1651514.014,3
3565,Gombe,11.157,10.291,600870,NGA,West,1024641.443,4
3835,Huambo,15.74,-12.795,599937,AGO,Central,914190.6191,4
7570,Ruhango,29.754,-2.098,599923,RWA,East,1634197.071,5
1585,Banghâzî,20.111,32.086,594255,LBY,North,118136.256,6
8957,Warri,5.757,5.537,585552,NGA,West,3666286.439,2
7367,Porto Novo,2.592,6.55,572430,BEN,West,1079699.389,2
2312,Cabinda,12.204,-5.58,569186,AGO,Central,9527.684675,2
1809,Benguela,13.399,-12.615,569002,AGO,Central,2654864.637,2
8197,Sousse,10.611,35.834,567802,TUN,North,5259431.299,5
8217,Suez,32.519,29.978,566025,EGY,North,5437396.711,4
6899,Nyala,24.882,12.054,564582,SDN,North,209104.4169,3
2802,Djibouti,43.148,11.568,555403,DJI,East,26203.56737,3
6516,Nakuru,36.123,-0.275,555043,KEN,East,4773606.771,4
2088,Bouake,-5.05,7.698,552444,CIV,West,845602.937,5
427,Akure,5.202,7.245,532778,NGA,West,4931416.032,4
5865,Mbeya,33.347,-8.963,530432,TZA,East,466711.3097,2
1727,Bauchi,9.824,10.308,528440,NGA,West,1378201.209,5
6114,Mit Ghamr,31.284,30.675,523195,EGY,North,37280919.37,8
831,al-Manzala,31.888,31.171,523153,EGY,North,1742437.962,2
4499,Kananga,22.403,-5.893,521000,COD,Central,312474.6406,2
7887,Sfax,10.733,34.761,520896,TUN,North,999089.5568,6
2322,Calabar,8.34,4.998,516941,NGA,West,2649195.918,3
403,Akhmim,31.66,26.652,516789,EGY,North,5534560.364,3
6629,Ndola,28.625,-12.985,516129,ZMB,East,1420616.857,5
7191,Oujda,-1.902,34.703,516125,MAR,North,1233956.79,4
5963,Meru,37.609,-0.038,515084,KEN,East,1034573.869,2
5296,Lobito,13.575,-12.404,510399,AGO,Central,2653877.218,3
2465,Cidade da Beira,34.881,-19.761,509421,MOZ,East,915954.6046,2
3903,Ife,4.552,7.484,498267,NGA,West,5207181.152,3
734,al-Ismailiyya,32.273,30.596,491635,EGY,North,9833348.187,6
6252,Moshi,37.349,-3.323,479698,TZA,East,1657300.374,2
4720,Kericho,35.138,-0.373,473579,KEN,East,1170411.74,1
5599,Malanje,16.364,-9.544,469005,AGO,Central,41343.82953,2
4713,Kenitra,-6.593,34.262,467121,MAR,North,8339284.148,6
1332,Asmara,38.934,15.331,465360,ERI,East,301676.8469,4
3744,Harare Urban,42.127,9.368,464766,ETH,East,913947.6331,2
2896,Duduza Central,28.394,-26.339,464536,ZAF,South,22374737.76,13
3079,Eldoret,35.273,0.513,454395,KEN,East,3646636.601,2
5874,Mbomai,37.615,-3.16,454194,TZA,East,629269.9572,2
8460,Tetouan,-5.345,35.59,452555,MAR,North,4544922.472,4
4655,Katsina,7.61,12.975,452172,NGA,West,631023.3785,7
6985,Ogbomosho,4.246,8.153,446740,NGA,West,4296066.041,3
1970,Bloemfontein Central,26.211,-29.134,445726,ZAF,South,1019229.667,5
4211,Jimeta,12.438,9.233,445265,NGA,West,2871350.38,4
1968,Blida,2.861,36.502,437430,DZA,North,14029228.8,6
7247,Oyo,3.921,7.832,435645,NGA,West,5334951.062,5
7093,Ondo,4.828,7.094,434060,NGA,West,3870331.233,4
2268,Busia [UGA],33.97,0.402,432228,UGA,East,15952.27372,1
4890,Kisangani,25.172,0.533,430000,COD,Central,67174.29126,3
7362,Port Sudan,37.181,19.606,423772,SDN,North,178093.5294,2
2484,Cidade de Nampula,39.272,-15.127,422998,MOZ,East,163503.8851,4
4583,Karu,7.568,8.977,419977,NGA,West,7652295.452,3
1637,Bani Suwayf,31.053,29.092,411804,EGY,North,8844375.438,4
1951,Bissau,-15.622,11.863,410620,GNB,West,9706.422741,1
4815,Kikwit,18.806,-5.051,410000,COD,Central,273103.3448,2
3848,Huw,32.241,26.049,406775,EGY,North,872109.0621,1
7032,Okenne,6.168,7.574,405840,NGA,West,1011220.319,2
7802,Saurimo,20.376,-9.674,404471,AGO,Central,28653.411,3
1226,Annaba,7.739,36.892,396309,DZA,North,3604138.928,4
8764,Umuahia,7.511,5.521,392624,NGA,West,7388385.138,5
6015,Minna,6.546,9.612,391580,NGA,West,1409834.4,4
201,Ado Ekiti,5.206,7.626,382239,NGA,West,3056111.363,3
4232,Juba,31.588,4.846,381600,SSD,East,79101.10475,4
3445,Gboko,9.024,7.327,380736,NGA,West,1687230.908,6
3932,Igbidu,8.05,6.073,376567,NGA,West,739172.643,1
3264,Fort Portal,30.143,0.551,371418,UGA,East,223598.4534,2
2616,Dar al-Salam,32.042,26.24,367953,EGY,North,6369660.89,3
3310,Gaborone,25.871,-24.62,365444,BWA,South,1005282.732,7
5273,Likasi,26.757,-10.989,365000,COD,Central,1106389.694,2
7583,Runyenjes,37.556,-0.483,364341,KEN,East,672191.6249,1
3965,Ijebu Ode,3.933,6.818,361507,NGA,West,5653681.874,6
1721,Batna,6.208,35.523,361208,DZA,North,1538560.284,3
5708,Maradi,7.114,13.509,360960,NER,West,52910.97853,3
1098,al-Ubayd,30.216,13.178,360709,SDN,North,167826.5206,2
8473,Thiès,-16.934,14.782,358806,SEN,West,4198008.047,3
9001,Windhoek,17.08,-22.558,357256,NAM,South,64034.76607,4
4614,Kassala,36.357,15.449,356924,SDN,North,657247.953,3
5779,Matadi,13.466,-5.841,355000,COD,Central,135183.2609,2
17,Abakaliki,8.098,6.288,354397,NGA,West,3441452.576,3
2794,Djelfa,3.262,34.66,351200,DZA,North,1049177.495,4
8912,Wad Madani,33.533,14.362,346340,SDN,North,1782215.861,2
907,al-Qadarif,35.366,14.035,345672,SDN,North,283337.3167,3
6243,Morogoro,37.666,-6.779,345548,TZA,East,632097.7661,3
155,Adama,39.271,8.535,339924,ETH,East,3409386.688,4
7881,Setif,5.42,36.186,338931,DZA,North,7890077.474,9
5585,Makurdi,8.526,7.727,338179,NGA,West,1931327.196,5
5309,Lokoja,6.728,7.789,333615,NGA,West,1125369.194,2
1300,Arua,30.899,3.009,332828,UGA,East,409224.4664,3
1349,Aswan,32.916,24.098,331993,EGY,North,204234.9614,6
8715,Uige,15.054,-7.61,330594,AGO,Central,109607.6536,2
5918,Mekele,39.491,13.514,329603,ETH,East,267840.5232,2
2468,Cidade de Chimoio,33.483,-19.125,328872,MOZ,East,664278.0235,3
3070,El Oued,6.813,33.438,328427,DZA,North,292960.0793,2
1810,Beni,29.467,0.497,327000,COD,Central,1375572.13,4
3573,Gonder,37.434,12.569,323900,ETH,East,233364.2172,3
3564,Goma,29.205,-1.65,320000,COD,Central,79293.66993,3
3392,Garoua,13.402,9.325,317294,CMR,Central,124244.1692,3
5880,Mbour,-16.962,14.429,317009,SEN,West,3531502.537,4
860,al-Minya,30.753,28.094,315213,EGY,North,5031970.934,3
5875,Mbombela,31.169,-25.371,314295,ZAF,South,287642.909,1
8324,Tamale,-0.848,9.425,312881,GHA,West,503896.4494,3
1558,Bamenda,10.246,5.986,312337,CMR,Central,48533.36494,1
1710,Bata,9.79,1.85,311300,GNQ,Central,14983.67141,3
4338,Kafr al-Shaykh,30.947,31.115,310696,EGY,North,12878354.96,6
7635,Safi,-9.234,32.284,310368,MAR,North,667256.4608,1
6677,Newcastle,30.121,-27.774,309962,ZAF,South,225279.7785,1
2647,Dayrut,30.816,27.578,308563,EGY,North,3017560.471,2
5753,Maseru,27.507,-29.361,306902,LSO,South,13722.67844,4
1874,Bida,6.006,9.077,304182,NGA,West,800782.5528,5
2486,Cidade de Quelimane,36.921,-17.834,304155,MOZ,East,113119.5658,2
2784,Disuq,30.635,31.116,295777,EGY,North,4193847.049,3
4019,Ilesha,4.745,7.624,293167,NGA,West,3406550.425,2
5194,Lafia,8.522,8.506,292494,NGA,West,2785146.811,4
3675,Gusau,6.672,12.176,290990,NGA,West,736118.6932,4
587,al-Duaiym,26.133,11.464,288581,SDN,North,7287.412654,2
9076,Yenagoa,6.32,4.935,287980,NGA,West,347067.9177,1
6081,Misrata,15.113,32.326,287706,LBY,North,364028.8455,8
9177,Zomba,35.339,-15.37,283884,MWI,East,1066943.263,2
2996,Eket,7.938,4.695,282970,NGA,West,2412873.61,2
4811,Kikima,37.41,-1.669,282552,KEN,East,147495.6839,1
4145,Iwo,4.186,7.632,281880,NGA,West,4889141.403,2
92,Abu Hammad,31.675,30.532,280974,EGY,North,13712052.02,5
5357,Luena,19.906,-11.781,280517,AGO,Central,17505.42614,2
8093,Sikasso,-5.68,11.319,279161,MLI,West,74816.49041,4
2774,Dire Dawa-Urban,41.838,9.607,277000,ETH,East,579668.4594,3
2452,Chlef,1.342,36.172,273777,DZA,North,4901077.682,5
8541,Tlemcen,-1.324,34.906,273527,DZA,North,3254815.798,7
4805,Kigoma,29.637,-4.856,272713,TZA,East,1596520.191,2
9083,Yirga Chefe,38.212,6.194,271222,ETH,East,739886.0254,2
7431,Qina,32.728,26.168,270926,EGY,North,1858947.139,3
1937,Birnin Kebbi,4.204,12.454,270256,NGA,West,419146.0618,2
2232,Bunia,30.271,1.607,270000,COD,Central,47211.0761,2
5615,Mallawi,30.844,27.742,269962,EGY,North,2435560.599,2
5299,Loburo,3.419,6.782,269118,NGA,West,22960539.06,4
2821,Dodoma,35.739,-6.125,267470,TZA,East,192538.3764,3
3192,Faqus,31.792,30.714,266791,EGY,North,5917579.937,2
6000,Migori,34.494,-1.032,263847,KEN,East,1611398.221,2
6532,Namibe,12.176,-15.207,263210,AGO,Central,6943.613809,1
8117,Sinuras,30.765,29.408,262438,EGY,North,3818190.599,2
2579,Damru,30.793,31.282,261019,EGY,North,1008975.723,1
2557,Daloa,-6.455,6.876,260984,CIV,West,571961.646,4
9167,Zinder,8.982,13.812,260268,NER,West,167953.8778,4
7286,Parakou,2.633,9.353,260188,BEN,West,51399.94604,4
4531,Kaolack,-16.068,14.164,259582,SEN,West,644807.2951,4
7683,Saki,3.406,8.679,257880,NGA,West,615718.8268,2
5948,Menonge,17.665,-14.654,257457,AGO,Central,18783.51649,4
4907,Kitale,35.02,1.008,257388,KEN,East,3185062.936,4
5592,Malabo,8.772,3.735,257100,GNQ,Central,103785.4116,3
49,Abomey,2.062,7.185,256757,BEN,West,1010213.158,4
5006,Kosty,32.662,13.149,256214,SDN,North,511561.3935,2
4538,Kapchorwa,34.341,1.315,255951,UGA,East,175238.7117,1
5850,Mbandaka,18.25,0.034,255000,COD,Central,4371.62962,1
5427,Machakos,37.296,-1.459,254438,KEN,East,391649.6517,2
4242,Kabale,29.986,-1.259,251357,UGA,East,170962.5392,3
4997,Korhogo,-5.631,9.462,250310,CIV,West,119596.8079,4
6328,Muene-Ditu,23.442,-6.999,250000,COD,Central,460722.9411,3
7973,Shibin al-Qanatir,31.329,30.304,248431,EGY,North,26980457.58,2
8632,Tshikapa,20.764,-6.43,248000,COD,Central,168070.6907,3
4851,Kindu,25.909,-2.945,248000,COD,Central,13412.20938,3
4213,Jinja,33.218,0.487,247708,UGA,East,4193755.286,3
4107,Iseyin,3.587,7.976,246062,NGA,West,1631847.466,3
4347,Kafr al-Zayyat,30.809,30.835,246005,EGY,North,11695797.05,3
1102,al-Uqsur,32.659,25.724,245799,EGY,North,3717788.757,4
1290,Armant,32.562,25.624,245264,EGY,North,4059637.486,5
3683,Gwagwalada,7.074,8.937,244754,NGA,West,3757056.831,4
4870,Kipkelion,35.336,-0.154,243585,KEN,East,361224.3831,1
1493,Bahir Dar,37.385,11.594,243300,ETH,East,476499.0811,2
5733,Maroua,14.286,10.587,240888,CMR,Central,148743.6292,3
6293,Mpondwe/Lhubiriha,29.773,0.065,240412,UGA,East,70067.74834,1
1305,Asaba,6.703,6.207,240395,NGA,West,8207027.279,3
1580,Bandundu,17.382,-3.315,240000,COD,Central,47958.3416,2
7577,Rumbek,29.689,6.79,239800,SSD,East,138847.3655,4
7371,Potiskum,11.077,11.708,239190,NGA,West,587472.1824,6
8047,Sidi Bel Abbes,-0.629,35.198,237058,DZA,North,2074005.786,7
8424,Tebessa,8.114,35.408,236412,DZA,North,423932.6009,4
8814,Vanderbijlpark Central,27.797,-26.732,235630,ZAF,South,6269363.661,5
6475,Mzuzu,33.991,-11.443,235582,MWI,East,103580.7501,3
2242,Burao,45.533,9.522,235000,SOM,East,11887.32143,2
1949,Biskra,5.754,34.828,234893,DZA,North,1185907.787,5
4693,Kehancha,34.664,-1.246,234488,KEN,East,256332.4625,1
8357,Tanga,39.107,-5.1,234284,TZA,East,304379.801,2
7323,Phuthaditjhaba,28.837,-28.564,233621,ZAF,South,122181.7643,1
3917,Iganga,33.493,0.562,233560,UGA,East,416122.5361,1
742,al-Junaynah,22.433,13.442,231552,SDN,North,78267.00122,2
7163,Ouargla,5.331,31.951,231131,DZA,North,90994.81309,4
3981,Ikire,4.186,7.361,229213,NGA,West,6346878.55,2
580,al-Dilingat,30.589,30.862,228997,EGY,North,606617.783,1
9173,Zlîtan,14.559,32.482,228922,LBY,North,681712.803,3
606,al-Fashir,25.357,13.627,228365,SDN,North,573118.7758,2
4178,Jalingo,11.366,8.917,227952,NGA,West,619205.3194,2
4277,Kabwe,28.442,-14.441,226870,ZMB,East,586258.3608,2
5468,Mafikeng,25.631,-25.92,226695,ZAF,South,55290.01869,1
116,Abu Sawir al-Balad,32.075,30.557,226660,EGY,North,9788222.31,5
848,al-Matariyya,32.03,31.18,226208,EGY,North,596507.9293,1
1062,al-Sinbillawin,31.46,30.867,222672,EGY,North,18517955.88,7
7945,Shashemene,38.604,7.186,222324,ETH,East,3400784.976,5
7673,Saint-Louis,-16.49,16.024,222043,SEN,West,209569.8517,2
1765,Bejaia,5.059,36.737,222039,DZA,North,1503660.101,4
6258,Mostaganem,0.187,35.929,221092,DZA,North,711165.8814,1
9054,Yamoussoukro,-5.263,6.807,220423,CIV,West,1071719.188,2
6481,Nabeul,10.596,36.419,220351,TUN,North,4733478.886,3
3974,Ikare,5.775,7.536,219075,NGA,West,1849542.891,2
1006,al-Santa,31.121,30.719,218717,EGY,North,8886422.806,2
4836,Kimberley Central,24.744,-28.733,218579,ZAF,South,212537.4119,6
2278,Butare,29.731,-2.582,218328,RWA,East,633069.6981,4
8535,Tizi Ouzou,4.038,36.685,218086,DZA,North,3669417.644,6
1525,Balamba,27.793,-12.238,218000,COD,Central,594884.1993,3
2334,Cape Coast,-1.272,5.139,217377,GHA,West,1889542.687,2
3982,Ikirun,4.674,7.914,216776,NGA,West,4272526.004,2
1891,Bilbis,31.55,30.405,215506,EGY,North,29495713.17,6
8486,Tiaret,1.329,35.366,215483,DZA,North,719210.6845,6
2431,Chingola,27.861,-12.56,215255,ZMB,East,685477.4054,2
9164,Ziguinchor,-16.274,12.558,214936,SEN,West,184431.9854,3
4248,Kabarore,30.386,-1.626,214935,RWA,East,754416.8679,2
7835,Ségou,-6.251,13.425,214840,MLI,West,181215.5909,2
7589,Rustenburg Central,27.22,-25.635,214791,ZAF,South,734993.597,1
4961,Kolea,2.735,36.653,214758,DZA,North,5580042.416,6
623,al-Ganayin,32.422,30.248,214143,EGY,North,1461041.252,2
7801,Saulsville,28.056,-25.78,213229,ZAF,South,16096432.69,7
2058,Bordj Bou Arreridj,4.764,36.07,213180,DZA,North,5768616.834,6
6493,Nador Melilla,-2.996,35.15,212629,MAR,North,1189959.967,3
5610,Malindi,40.004,-3.276,212176,KEN,East,284889.1886,2
4759,Khouribga,-6.911,32.887,212129,MAR,North,993941.507,2
6723,Ngunza,13.844,-11.206,210978,AGO,Central,160537.027,3
2938,East London,27.9,-32.986,210781,ZAF,South,1399833.026,6
504,al-Badari,31.46,26.973,210634,EGY,North,4677580.299,4
7153,Oturkpo,8.134,7.198,210260,NGA,West,2797695.956,4
1752,Bedeno,41.675,9.095,207237,ETH,East,324755.101,1
7254,Paarl Central,18.964,-33.711,207040,ZAF,South,2599457.071,2
2918,Dutse,9.347,11.697,206887,NGA,West,141618.5623,3
6479,Nabaruh,31.149,31.091,206852,EGY,North,2213967.968,1
3046,El Jadida,-8.559,33.215,206454,MAR,North,988228.1566,1
8137,Skikda,6.906,36.861,206003,DZA,North,1641365.065,4
7777,Santo Antonio do Zaire,12.368,-6.179,205943,AGO,Central,28243.75648,2
3518,Girawa,41.764,9.117,205860,ETH,East,398566.7086,2
4122,Isna,32.551,25.326,202743,EGY,North,1784485.693,4
4514,Kankan,-9.314,10.393,202582,GIN,West,27629.06621,4
6926,Nzérékoré,-8.816,7.759,201994,GIN,West,38689.93202,4
4943,Koforidua,-0.271,6.086,201417,GHA,West,2517357.781,4
6190,Mohammadia,0.07,35.585,200602,DZA,North,3476774.309,8
4709,Kenema,-11.181,7.879,200443,SLE,West,181490.5813,4
938,al-Qusiyya,30.827,27.47,199961,EGY,North,4752777.721,2
5855,Mbarara,30.724,-0.582,198475,UGA,East,99702.22709,1
5032,Koutiala,-5.474,12.384,198426,MLI,West,64648.6845,3
3829,Hosaena,37.858,7.609,197494,ETH,East,325939.0337,2
8711,Ughelli,5.995,5.5,196297,NGA,West,1868143.26,3
3032,El Eulma,5.693,36.146,196273,DZA,North,5807823.704,5
1815,Beni Mellal,-6.363,32.331,195083,MAR,North,802924.4926,2
2025,Boma,13.059,-5.82,195000,COD,Central,148904.5886,2
5745,Masaka,31.738,-0.351,194013,UGA,East,1334769.686,3
767,al-Khalas,32.397,15.795,193557,SDN,North,2298158.202,3
784,al-Kidaya,31.221,29.434,193064,EGY,North,3311092.048,2
8967,Wau,27.966,7.699,192800,SSD,East,35186.90659,4
6693,Ngaoundere,13.582,7.323,192683,CMR,Central,69720.73573,4
4212,Jimma,36.845,7.678,192668,ETH,East,34801.73751,2
7240,Owo,5.585,7.202,192543,NGA,West,309079.3631,3
3485,Ghardaia,3.645,32.503,191316,DZA,North,380567.747,2
6201,Moknine,10.9,35.635,190787,TUN,North,2214419.88,2
4444,Kalemie,29.198,-5.91,190000,COD,Central,7480.930367,2
3660,Gulu,32.277,2.765,189709,UGA,East,50630.35233,2
2700,Dessie,39.641,11.147,187900,ETH,East,1041369.164,2
3442,Gbenga,3.126,6.676,187560,NGA,West,7960513.606,4
3878,Idah,6.796,7.146,187080,NGA,West,842555.6446,2
9006,Witbank Central,29.237,-25.898,187049,ZAF,South,4322103.105,3
6621,Ndiaga Akpugu,7.592,6.323,186318,NGA,West,231840.0296,1
7782,Sapele,5.704,5.875,185952,NGA,West,5069643.231,2
1973,Bo,-11.726,7.946,185781,SLE,West,223228.2739,4
3329,Galcaayo,47.425,6.776,183300,SOM,East,12801.63974,2
2908,Dundo,20.814,-7.393,182044,AGO,Central,3649.086189,2
1963,Bizerte,9.855,37.272,182031,TUN,North,1579659.038,2
3162,Etwatwa,28.453,-26.113,181820,ZAF,South,16379483.93,6
3526,Gisenyi/Kisoro[UGA],29.696,-1.283,181744,UGA,East,84781.86828,3
5114,Kumba,9.438,4.628,181176,CMR,Central,457920.5673,3
2490,Cidade de Xai-Xai,33.792,-25.009,180839,MOZ,East,210523.1135,3
6325,Mubi,13.265,10.266,180717,NGA,West,229820.9639,2
2267,Busia [KEN],34.122,0.461,180468,KEN,East,1045755.347,3
2483,Cidade de Nacala Porto,40.69,-14.595,180457,MOZ,East,367728.4441,2
8259,Tabora,32.808,-5.031,180307,TZA,East,207338.3688,5
5812,Mau Narok,35.989,-0.471,179629,KEN,East,352419.4743,1
5761,Mashtul al-Suq,31.335,30.4,179369,EGY,North,19595557.3,3
7901,Shagamu,3.638,6.854,179250,NGA,West,21253326.18,5
5287,Lira,32.903,2.214,179083,UGA,East,95586.12371,3
4400,Kagiso Central,27.798,-26.169,178967,ZAF,South,10550835.82,5
8211,Strand Central,18.856,-34.094,178556,ZAF,South,6335816.703,7
8167,Songea,35.64,-10.673,178428,TZA,East,45767.72262,2
8478,Thohoyandou,30.394,-22.976,177382,ZAF,South,53558.32012,1
4671,Kayes,-11.444,14.442,176849,MLI,West,23733.96422,4
