"from","to","l","h","time","timeU","timeUCB","border"
"4220","7801",0.0734791507905793,"motorway",0.0440874904743476,111.550960039188,111.550960039188,0
"5468","1312684",4.93290070192927,"added",19.7316028077171,35.6024355941002,35.6024355941002,0
"9006","1000998",10.3146393010114,"motorway",6.18878358060686,20.6051708611367,20.6051708611367,0
"9006","1003976",30.3111902009165,"motorway",18.1867141205499,32.6031014010797,32.6031014010797,0
"9006","1007249",3.00472891675621,"motorway",1.80283735005372,16.2192246305836,16.2192246305836,0
"5151","1007249",6.82525783626882,"motorway",4.09515470176129,14.8979321224064,14.8979321224064,0
"5151","1007266",8.67458392767891,"motorway",5.20475035660734,16.0075277772525,16.0075277772525,0
"5151","1044267",0.733606548726202,"motorway_link",0.440163929235721,11.2429413498808,11.2429413498808,0
"7801","1000313",1.46523135698599,"primary",2.19784703547899,17.5900889485699,17.5900889485699,0
"7801","1000588",0.0646317144689634,"motorway",0.038779028681378,15.4310209417722,15.4310209417722,0
"7801","1002789",2.12135598104455,"motorway",1.27281358862673,16.6650555017176,16.6650555017176,0
"7801","5234",3.40303420676942,"primary",5.10455131015413,26.3419241503976,26.3419241503976,0
"7801","1055839",2.75248785482016,"trunk",2.75248785482016,18.144729767911,18.144729767911,0
"7801","1297525",6.30367868799399,"trunk",6.30367868799399,21.6959206010849,21.6959206010849,0
"2478","1074147",1.33200227812276,"trunk",1.33200227812276,55.1529606080852,55.1529606080852,0
"2478","1167811",3.48737764081097,"primary",5.23106646121645,59.0520247911789,59.0520247911789,0
"2478","1170932",3.1277319452274,"primary",4.6915979178411,58.5125562478036,58.5125562478036,0
"2478","6382",23.8627396746753,"trunk",23.8627396746753,87.0462119120596,87.0462119120596,0
"7589","1316997",5.17663119087333,"added",20.7065247634933,36.1550414128894,36.1550414128894,0
"5443","5444",20.7483607538831,"added",82.9934430155324,107.145276120079,107.145276120079,0
"5443","1307189",5.18318160492181,"added",20.7327264196872,33.9655139819005,33.9655139819005,0
"8177","1062664",0.380069254986066,"primary",0.570103882479099,38.479835849057,38.479835849057,0
"8177","1076229",88.0845689014957,"added",352.338275605983,390.248007572561,390.248007572561,0
"8468","1060424",21.7446862836309,"added",86.9787451345235,99.307212643144,99.307212643144,0
"5875","1306846",13.1423096702806,"added",52.5692386811223,71.2565784240249,71.2565784240249,0
"6656","1093832",9.82646612916564,"added",39.3058645166625,50.7700115266527,50.7700115266527,0
"2490","2480",238.142960678674,"trunk",238.142960678674,264.087799419432,264.087799419432,0
"2490","2467",48.3648072158026,"primary",72.5472108237039,95.3456204679635,95.3456204679635,0
"2490","1380706",57.0821576112353,"trunk",57.0821576112353,71.2572139505316,71.2572139505316,0
"2001","1260587",9.63988241764664,"added",38.5595296705866,50.119229782037,50.119229782037,0
"2264","1093816",27.8365839223386,"primary",41.7548758835078,52.8820697995158,52.8820697995158,0
"2264","2342",17.1760592008412,"primary",25.7640888012618,42.983080481477,42.983080481477,0
"3310","1058127",2.36735715834971,"primary",3.55103573752456,23.7016905380239,23.7016905380239,0
"3310","1058215",2.90611432345304,"trunk",2.90611432345304,23.0567691239524,23.0567691239524,0
"3310","1078884",0.270585181495386,"primary",0.40587777224308,20.5565325727425,20.5565325727425,0
"3310","1078914",2.12875247935158,"primary",3.19312871902737,23.3437835195268,23.3437835195268,0
"3310","1080425",7.90772084555644,"primary",11.8615812683347,32.012236068834,32.012236068834,0
"3310","1116281",29.1527916331706,"primary",43.7291874497559,63.8798422502553,63.8798422502553,0
"3310","8542",11.1082504200465,"trunk",11.1082504200465,37.9869559536087,37.9869559536087,0
"5456","1079217",8.39713216534116,"added",33.5885286613646,44.19209200373,44.19209200373,0
"7370","1215951",5.30978298498755,"trunk",5.30978298498755,16.4142865758736,16.4142865758736,0
"7370","1297157",58.7781669012637,"trunk",58.7781669012637,69.8826704921497,69.8826704921497,0
"7328","1209307",4.11426140038609,"added",16.4570456015444,29.2488832768399,29.2488832768399,0
"2480","1306153",74.3289417423543,"trunk",74.3289417423543,86.0987241438169,86.0987241438169,0
"6178","1120876",8.52228775743648,"added",34.0891510297459,44.6909852526004,44.6909852526004,0
"8478","1406509",45.9254510347802,"added",183.701804139121,197.740718310491,197.740718310491,0
"9001","1006744",10.4991411709692,"motorway",6.29948470258149,26.2231166784816,26.2231166784816,0
"9001","1056363",13.9618899507261,"trunk",13.9618899507261,33.8855219266263,33.8855219266263,0
"9001","1077080",309.944289217875,"primary",464.916433826813,484.840065802713,484.840065802713,0
"9001","1085241",2.32161928413753,"trunk",2.32161928413753,22.2452512600377,22.2452512600377,0
"3278","2205",172.25633916538,"trunk",172.25633916538,189.176897523656,1149.17689752366,1
"3278","1308820",1.74366445788026,"trunk",1.74366445788026,12.6382604679314,12.6382604679314,0
"3278","1317066",7.93270890492851,"trunk",7.93270890492851,18.8273049149797,18.8273049149797,0
"2204","1297463",296.184631207349,"trunk",296.184631207349,323.342687102423,323.342687102423,0
"2204","3693",150.217372253944,"trunk",150.217372253944,185.988531861128,185.988531861128,0
"2204","2205",1.37081025243155,"trunk",1.37081025243155,34.554828495731,34.554828495731,0
"2465","1304379",7.74398437318538,"trunk",7.74398437318538,31.5352292614491,31.5352292614491,0
"2465","1330380",10.9584424466409,"trunk",10.9584424466409,34.7496873349046,34.7496873349046,0
"2468","1227880",298.593612516802,"primary",447.890418775203,467.006206316744,467.006206316744,0
"2468","8835",13.253749636408,"trunk",13.253749636408,38.9189222211758,38.9189222211758,0
"2468","1368437",0.340645019180242,"trunk",0.340645019180242,19.4564325607212,19.4564325607212,0
"6425","2600",1.50163835753793,"trunk",1.50163835753793,22.910999059258,22.910999059258,0
"6425","1301038",7.16051618128573,"trunk",7.16051618128573,20.2299461612045,20.2299461612045,0
"6425","2477",21.4146138952337,"trunk",21.4146138952337,42.0656737204503,1002.06567372045,1
"5172","4289",64.106651979632,"trunk",64.106651979632,85.5588009870598,85.5588009870598,0
"5172","1158360",266.403112609565,"primary",399.604668914347,410.504566977071,410.504566977071,0
"5172","1287445",3.54061376193391,"added",14.1624550477356,25.0623531104598,25.0623531104598,0
"5172","7488",7.05555131638661,"trunk",7.05555131638661,23.8334686978193,23.8334686978193,0
"4289","2389",31.3175975559475,"trunk",31.3175975559475,49.7085700517433,49.7085700517433,0
"3743","1057991",3.80763967823897,"primary",5.71145951735845,55.9653150908366,55.9653150908366,0
"3743","1058097",5.94153813508575,"trunk",5.94153813508575,56.1953937085639,56.1953937085639,0
"3743","1059015",101.990145702222,"primary",152.985218553332,203.23907412681,203.23907412681,0
"3743","1092548",45.2602683565655,"primary",67.8904025348482,118.144258108326,118.144258108326,0
"3743","1297835",6.88437408762054,"trunk",6.88437408762054,57.1382296610987,57.1382296610987,0
"3743","1299461",26.2880612415409,"primary",39.4320918623114,89.6859474357896,89.6859474357896,0
"3743","1299934",22.4949079028298,"trunk",22.4949079028298,72.7487634763079,72.7487634763079,0
"3743","7593",8.56437747252626,"trunk",8.56437747252626,67.9517488592666,67.9517488592666,0
"5291","8825",9.73238275346702,"trunk",9.73238275346702,29.4894834592059,989.489483459206,1
"5291","2456",185.079157590678,"trunk",185.079157590678,206.669979717711,206.669979717711,0
"5291","1377829",110.249601573011,"trunk",110.249601573011,123.62844058592,123.62844058592,0
"2486","1074403",1.50821483922724,"primary",2.26232225884086,20.6457386986651,20.6457386986651,0
"2486","6664",32.2795605131404,"primary",48.4193407697106,74.2601174812544,74.2601174812544,0
"7092","1102647",3.68675586843732,"primary",5.53013380265598,17.295195071798,17.295195071798,0
"7092","1141536",142.497708216802,"primary",213.746562325203,225.511623594346,225.511623594346,0
"2488","2489",5.82104854903962,"primary",8.73157282355944,31.8384657881198,31.8384657881198,0
"2488","6386",10.6454158724242,"trunk",10.6454158724242,31.767131420263,31.767131420263,0
"2488","1349309",131.388745728685,"trunk",131.388745728685,144.859825863551,144.859825863551,0
"1966","1058888",15.4960393649722,"primary",23.2440590474582,57.5270318214494,57.5270318214494,0
"1966","2424",39.3650205528045,"trunk",39.3650205528045,79.9101370846828,79.9101370846828,0
"1966","2299",1.62384634329602,"trunk",1.62384634329602,43.5006031249843,43.5006031249843,0
"1966","1338360",10.9997843638774,"trunk",10.9997843638774,45.2827571378686,45.2827571378686,0
"1966","1338809",43.8910453681537,"trunk",43.8910453681537,78.1740181421449,78.1740181421449,0
"6281","1338360",3.35438061669461,"added",13.4175224667784,24.1783051727178,24.1783051727178,0
"5398","4277",121.847850880657,"trunk",121.847850880657,189.650920363164,189.650920363164,0
"5398","4392",26.0192026690585,"trunk",26.0192026690585,87.8900508888645,87.8900508888645,0
"5398","2458",28.4594720294047,"trunk",28.4594720294047,90.1880214034179,90.1880214034179,0
"5398","1302603",137.141672326067,"trunk",137.141672326067,189.06778436145,189.06778436145,0
"9177","5293",44.9264481512622,"trunk",44.9264481512622,71.2617317493075,71.2617317493075,0
"9177","1338360",42.0006528196023,"trunk",42.0006528196023,59.7609080730233,59.7609080730233,0
"6532","1102541",100.412742449858,"added",401.650969799432,418.752301781344,418.752301781344,0
"2484","8865",66.1488715223399,"primary",99.2233072835099,126.710397200334,126.710397200334,0
"2484","8866",86.1863697096844,"trunk",86.1863697096844,116.145227484189,116.145227484189,0
"2484","1094711",265.366216185176,"primary",398.049324277765,419.728756414649,419.728756414649,0
"2484","1300987",81.2592874077827,"trunk",81.2592874077827,102.938719544667,102.938719544667,0
"5336","1094471",32.1795270967338,"primary",48.2692906451007,74.4262952306584,74.4262952306584,0
"5336","1102654",243.807822725212,"primary",365.711734087818,391.868738673376,391.868738673376,0
"5336","1108519",10.1347290365709,"primary",15.2020935548564,41.3590981404141,41.3590981404141,0
"5948","1072573",287.305652724315,"primary",430.958479086473,447.871885997363,447.871885997363,0
"5948","1107485",335.409182804068,"primary",503.113774206102,520.027181116992,520.027181116992,0
"5948","1137947",183.442868148875,"primary",275.164302223313,292.077709134202,292.077709134202,0
"5948","1143249",187.62226440238,"primary",281.433396603571,298.34680351446,298.34680351446,0
"2483","1076249",56.0264366437437,"primary",84.0396549656156,98.1997318643396,98.1997318643396,0
"2483","8862",8.73102999812433,"primary",13.0965449971865,33.4870133585538,33.4870133585538,0
"4277","4540",65.7275378468602,"trunk",65.7275378468602,89.5263357086575,89.5263357086575,0
"5275","5888",103.064699627934,"trunk",103.064699627934,144.974130831962,144.974130831962,0
"5275","1300361",81.6719818909235,"trunk",81.6719818909235,117.026770974032,117.026770974032,0
"5275","2667",75.6614349203166,"trunk",75.6614349203166,117.499193144867,1077.49919314487,1
"5275","1390053",12.4763703616979,"trunk",12.4763703616979,47.8311594448068,47.8311594448068,0
"2435","1057167",267.518819607922,"primary",401.278229411883,414.011257331431,414.011257331431,0
"2435","5888",33.2320070727476,"trunk",33.2320070727476,52.5196771132156,1012.51967711322,1
"2435","1300908",80.1171122629561,"trunk",80.1171122629561,92.8501401825045,92.8501401825045,0
"2476","1104348",4.01841731800247,"added",16.0736692720099,29.1561002387683,29.1561002387683,0
"5333","1300067",10.643959254303,"added",42.575837017212,55.2599478124813,55.2599478124813,0
"2485","1061573",88.0158779660213,"trunk",88.0158779660213,99.0576672735163,99.0576672735163,0
"2485","1098925",401.349536270805,"trunk",401.349536270805,412.3913255783,1372.3913255783,1
"6629","6329",58.5840517306696,"primary",87.8760775960043,125.760531286969,125.760531286969,0
"6629","1300128",22.3887045630454,"trunk",22.3887045630454,46.3360774182599,46.3360774182599,0
"6629","1303333",48.1385829783245,"trunk",48.1385829783245,72.085955833539,72.085955833539,0
"6629","1350017",12.218057821632,"trunk",12.218057821632,36.1654306768466,36.1654306768466,0
"6629","1435601",7.94738708804752,"added",31.7895483521901,55.7369212074046,55.7369212074046,0
"2311","3835",15.3769740148798,"primary",23.0654610223197,60.5744463617799,60.5744463617799,0
"2311","1108227",44.8589444953406,"primary",67.2884167430109,78.978868687511,78.978868687511,0
"2311","3359",116.148534993452,"primary",174.222802490178,195.145143611753,195.145143611753,0
"4920","1083521",255.845646690481,"primary",383.768470035722,409.614230487551,409.614230487551,0
"4920","1303331",10.7264326198753,"trunk",10.7264326198753,36.5721930717044,36.5721930717044,0
"4920","1303333",3.80747703856218,"trunk",3.80747703856218,29.6532374903913,29.6532374903913,0
"3835","1095316",69.930169784757,"primary",104.895254677135,130.713788072096,130.713788072096,0
"3835","1111719",57.9555311800811,"primary",86.9332967701216,112.751830165082,112.751830165082,0
"3835","1432801",16.0791686954376,"added",64.3166747817502,90.1352081767103,90.1352081767103,0
"1809","1076515",75.1620744904487,"primary",112.743111735673,137.887185479688,137.887185479688,0
"1809","1300890",3.70944601061367,"trunk",3.70944601061367,28.8535197546283,28.8535197546283,0
"2431","1303331",33.3121318345074,"trunk",33.3121318345074,48.7773257299043,48.7773257299043,0
"2431","1326931",3.18552403324224,"trunk",3.18552403324224,18.6507179286392,18.6507179286392,0
"6329","6199",15.3218436889181,"primary",22.9827655333772,43.1914756098691,1003.19147560987,1
"6329","2364",27.9113645695176,"primary",41.8670468542764,61.941716793249,61.941716793249,0
"5296","1085651",20.685984550494,"trunk",20.685984550494,44.5000560209503,44.5000560209503,0
"5296","1300890",13.8374064938114,"trunk",13.8374064938114,37.6514779642677,37.6514779642677,0
"5296","1323436",2.38441000956827,"trunk",2.38441000956827,26.1984814800246,26.1984814800246,0
"1525","5344",72.9780557313468,"trunk",72.9780557313468,136.580881505395,136.580881505395,0
"1525","6199",79.8818002893543,"primary",119.822700434031,141.657819714679,141.657819714679,0
"1525","1326931",34.3214309726808,"trunk",34.3214309726808,49.8849210125858,1009.88492101259,1
"8159","1083523",34.399801466127,"trunk",34.399801466127,46.2197469444747,46.2197469444747,0
"8159","1390692",41.9517342715111,"trunk",41.9517342715111,53.7716797498588,53.7716797498588,0
"5357","7802",258.09055956912,"primary",387.135839353679,425.989802740566,425.989802740566,0
"5357","1096166",253.636614179408,"primary",380.454921269112,398.10953980239,398.10953980239,0
"5344","5273",110.55171936913,"trunk",110.55171936913,178.729465059265,178.729465059265,0
"5344","4829",326.457899429799,"primary",489.686849144699,545.472151571257,545.472151571257,0
"6475","1061016",50.4775168167971,"trunk",50.4775168167971,66.6564468734411,66.6564468734411,0
"6475","1075677",226.059941970858,"trunk",226.059941970858,242.238872027502,242.238872027502,0
"6475","2434",76.2970524876331,"trunk",76.2970524876331,98.3958173768078,98.3958173768078,0
"2348","1108961",59.0399486366652,"primary",88.5599229549978,99.123855303639,99.123855303639,0
"2348","1141521",65.8413767184196,"primary",98.7620650776295,109.325997426271,109.325997426271,0
"6723","1085651",143.793453555779,"trunk",143.793453555779,159.104234071481,159.104234071481,0
"6723","8721",74.3299236113639,"primary",111.494885417046,134.15466435279,134.15466435279,0
"6723","1387867",7.67019113909361,"trunk",7.67019113909361,22.9809716547956,22.9809716547956,0
"5678","6199",160.196246808773,"primary",240.294370213159,257.209881368984,1217.20988136898,1
"5678","1127596",144.471463813832,"primary",216.707195720748,227.35107763583,227.35107763583,0
"5678","1199121",183.182441119545,"primary",274.773661679318,285.417543594401,285.417543594401,0
"5273","5330",16.493037081659,"trunk",16.493037081659,43.2226870154117,43.2226870154117,0
"3306","1108961",68.9754175392086,"primary",103.463126308813,114.502198331003,114.502198331003,0
"3306","1112230",11.1608722559676,"primary",16.7413083839514,27.780380406142,27.780380406142,0
"4967","4766",3.75909316098505,"primary",5.63863974147757,38.8575515600766,38.8575515600766,0
"4967","8450",71.0844061575815,"trunk",71.0844061575815,103.496253380739,103.496253380739,0
"8167","6779",233.969244979526,"trunk",233.969244979526,257.192187120613,257.192187120613,0
"8167","7599",65.5835261323069,"trunk",65.5835261323069,85.9093930302277,85.9093930302277,0
"3291","8450",19.8985058444192,"trunk",19.8985058444192,37.0409658005959,37.0409658005959,0
