"from","to","l","h","time","timeU","timeUCB","border"
"4354","1122773",4.15841382908609,"primary",6.23762074362913,19.9046126096788,19.9046126096788,0
"5761","5741",5.7434729981293,"motorway",3.44608379887758,29.9903516964842,29.9903516964842,0
"5761","1891",1.91170987869264,"motorway",1.14702592721558,30.7385596994111,30.7385596994111,0
"5761","1121",14.6051874710998,"trunk",14.6051874710998,63.2843098184768,63.2843098184768,0
"5741","1931",0.510506911810191,"motorway_link",0.306304147086115,25.4123190759392,25.4123190759392,0
"5741","6114",24.4753993241267,"trunk",24.4753993241267,61.0130812656561,61.0130812656561,0
"5741","1264",7.23007645574818,"trunk",7.23007645574818,27.2123698172113,27.2123698172113,0
"1891","92",19.5495619022757,"primary",29.3243428534135,62.4675443424902,62.4675443424902,0
"1891","1121",8.56643244817102,"trunk",8.56643244817102,58.6024368865989,58.6024368865989,0
"7199","8389",26.7422315298522,"primary",40.1133472947782,61.3740634220856,61.3740634220856,0
"7199","1160782",9.59774199417835,"primary",14.3966129912675,26.1697934357259,26.1697934357259,0
"92","1121",3.39918093770811,"trunk",3.39918093770811,55.6299710019663,55.6299710019663,0
"92","1010",5.64914618974629,"added",22.5965847589851,48.2228950054293,48.2228950054293,0
"92","1308480",2.854379343786,"trunk",2.854379343786,20.5233729012395,20.5233729012395,0
"92","1679",7.06704779294774,"added",28.268191171791,52.088426699593,52.088426699593,0
"116","734",11.1165502584443,"trunk",11.1165502584443,50.35838731428,50.35838731428,0
"116","1022099",10.4677203601125,"motorway",6.28063221606751,22.1502397866549,22.1502397866549,0
"116","1024008",12.5643236113389,"motorway",7.53859416680336,23.4082017373907,23.4082017373907,0
"116","1300614",7.44496198420491,"trunk",7.44496198420491,23.3145695547923,23.3145695547923,0
"116","1308480",29.3530625725285,"trunk",29.3530625725285,45.2226701431159,45.2226701431159,0
"1121","6114",17.0352577433721,"trunk",17.0352577433721,75.7077941346718,75.7077941346718,0
"1121","461",6.03173288586057,"primary",9.04759932879086,49.4562373381126,49.4562373381126,0
"1121","2926",13.3908937392359,"primary",20.0863406088539,64.879733059379,64.879733059379,0
"734","1140189",2.4353363081226,"primary",3.6530044621839,27.0252339474322,27.0252339474322,0
"734","1300608",24.7122449832156,"trunk",24.7122449832156,48.084474468464,48.084474468464,0
"734","1300614",1.85385998620357,"trunk",1.85385998620357,25.2260894714519,25.2260894714519,0
"734","1342272",6.55109496189036,"trunk",6.55109496189036,29.9233244471387,29.9233244471387,0
"1931","8370",18.0856583303392,"trunk",18.0856583303392,59.7316663754435,59.7316663754435,0
"1931","1264",0.19844602731857,"trunk_link",0.19844602731857,20.432870203566,20.432870203566,0
"1931","7454",1.77674132782967,"trunk",1.77674132782967,24.4833318940287,24.4833318940287,0
"1931","9166",4.56835698537828,"added",18.2734279415131,39.2176216365396,39.2176216365396,0
"6114","3739",0.908885504152247,"primary",1.36332825622837,33.2683680522684,33.2683680522684,0
"6114","2596",0.545665921062145,"trunk",0.545665921062145,30.928212208465,30.928212208465,0
"6114","4332",4.35314312109153,"primary",6.5297146816373,36.7003408870316,36.7003408870316,0
"6114","7735",1.59449261031325,"primary",2.39173891546988,33.5689096136391,33.5689096136391,0
"6114","7923",12.449694702062,"trunk",12.449694702062,44.2307235858929,44.2307235858929,0
"6114","6108",8.18217082901353,"added",32.7286833160541,63.1055579297458,63.1055579297458,0
"3192","1078031",1.54509344645935,"primary",2.31764016968903,19.5349118596068,19.5349118596068,0
"3192","7806",1.37141162697749,"primary",2.05711744046623,29.0520848371103,29.0520848371103,0
"1006","8370",3.0383274856868,"primary",4.5574912285302,49.1134895195561,49.1134895195561,0
"1006","6506",2.26942819256674,"primary",3.40414228885011,25.2868529976142,25.2868529976142,0
"98","1078031",10.4864720479667,"primary",15.72970807195,29.7191088215652,29.7191088215652,0
"98","3803",5.65183711437253,"primary",8.47775567155879,31.4735122016461,31.4735122016461,0
"98","3747",3.06705710428916,"trunk",3.06705710428916,26.7078826191916,26.7078826191916,0
"384","1099089",243.768180855732,"trunk",243.768180855732,254.457219893716,254.457219893716,0
"384","1140285",372.709471898697,"trunk",372.709471898697,383.398510936682,383.398510936682,0
"384","1302631",2.93475123434096,"trunk",2.93475123434096,13.6237902723254,13.6237902723254,0
"384","1322302",34.0719083834918,"trunk",34.0719083834918,44.7609474214762,44.7609474214762,0
"8370","8308",1.03738097686379,"motorway",0.622428586118277,38.371922232499,38.371922232499,0
"8370","1126762",4.92377531206417,"primary",7.38566296809626,36.3525981413819,36.3525981413819,0
"8370","3872",15.2439490785577,"trunk",15.2439490785577,50.9116304789437,50.9116304789437,0
"8370","6008",13.8592458552132,"primary",20.7888687828198,59.8380766275929,59.8380766275929,0
"8370","1334433",10.7004134492519,"trunk",10.7004134492519,39.6673486225376,39.6673486225376,0
"8370","143",6.83448271871173,"trunk",6.83448271871173,43.1842809319479,43.1842809319479,0
"5107","7899",8.33742259939123,"added",33.3496903975649,51.4859177706543,51.4859177706543,0
"4377","1373662",4.54563083419605,"added",18.1825233367842,28.8528352139298,28.8528352139298,0
"4347","6076",2.36967039500116,"motorway",1.42180223700069,25.1114256227168,25.1114256227168,0
"4347","4350",4.31749901919378,"trunk",4.31749901919378,28.9058267071358,28.9058267071358,0
"4347","143",3.21852334858758,"trunk",3.21852334858758,27.1343500940837,27.1343500940837,0
"580","509",10.2589556698839,"added",41.0358226795355,63.4912196991266,63.4912196991266,0
"1062","829",2.39292750716447,"primary",3.5893912607467,66.6809787964096,66.6809787964096,0
"1062","543",18.8963455411618,"primary",28.3445183117427,50.2844608216875,50.2844608216875,0
"1062","1227915",2.43541815577538,"primary",3.65312723366307,19.382505267563,19.382505267563,0
"1062","8278",1.2396234495521,"primary",1.85943517432815,24.2122564215424,24.2122564215424,0
"1062","7652",0.819907198595643,"primary",1.22986079789346,24.2142753965224,24.2142753965224,0
"1062","6092",1.89854237272597,"primary",2.84781355908895,26.5789969448385,26.5789969448385,0
"1062","1339164",3.02618893002025,"trunk",3.02618893002025,18.7555669639202,18.7555669639202,0
"3847","1310142",15.5262705966788,"added",62.1050823867151,72.8237058472574,72.8237058472574,0
"7453","4628",0.699589997047722,"trunk",0.699589997047722,17.4779018610172,17.4779018610172,0
"7453","1351290",6.32923746957604,"trunk",6.32923746957604,16.9590174401221,16.9590174401221,0
"7453","488",1.94341804244065,"trunk",1.94341804244065,18.8677282663981,18.8677282663981,0
"829","1899",0.63528744970984,"trunk",0.63528744970984,61.2097387496437,61.2097387496437,0
"829","2596",19.3778935834682,"trunk",19.3778935834682,73.011909488139,73.011909488139,0
"829","1134539",7.5373246588441,"primary",11.3059869882661,58.6681964900291,58.6681964900291,0
"829","8343",15.9016821888413,"primary",23.852523283262,77.9095898493028,77.9095898493028,0
"829","8004",3.18597281433331,"primary",4.77895922149996,57.9360898712262,57.9360898712262,0
"829","2582",3.50716199833915,"trunk",3.50716199833915,57.7942060348281,57.7942060348281,0
"7430","5510",9.74822583970444,"added",38.9929033588177,56.0131258005652,56.0131258005652,0
"2740","1081558",15.2176711004413,"primary",22.826506650662,35.3084046544825,35.3084046544825,0
"2740","1638",6.10888131897501,"added",24.4355252759,43.3558495884806,43.3558495884806,0
"2740","8343",6.69766306800064,"primary",10.046494602001,29.2232496700993,29.2232496700993,0
"2740","1246425",9.77567723277667,"primary",14.663515849165,27.1454138529855,27.1454138529855,0
"6479","1323202",7.82141327411515,"trunk",7.82141327411515,22.981741620017,22.981741620017,0
"4338","1115",18.6555532407017,"primary",27.9833298610525,53.0521606967358,53.0521606967358,0
"4338","961",13.3489156902384,"primary",20.0233735353575,47.1329670680636,47.1329670680636,0
"4338","2613",6.21615787376267,"primary",9.32423681064401,35.0401768514757,35.0401768514757,0
"4338","6077",1.28847196400745,"primary",1.93270794601118,27.2205348559345,27.2205348559345,0
"4338","1323202",11.8648278038711,"trunk",11.8648278038711,30.4448648807387,30.4448648807387,0
"4338","1351290",2.87161713354584,"primary",4.30742570031876,22.8874627771864,22.8874627771864,0
"2784","6136",21.5980311212138,"primary",32.3970466818206,60.2533603751952,60.2533603751952,0
"2784","5510",9.6065770139934,"primary",14.4098655209901,38.3439754667335,38.3439754667335,0
"2784","7756",7.09252503037405,"trunk",7.09252503037405,33.1544597738075,33.1544597738075,0
"472","1309436",10.5208735644275,"trunk",10.5208735644275,24.4118778477758,24.4118778477758,0
"472","1310245",6.82015432506745,"trunk",6.82015432506745,20.7111586084157,20.7111586084157,0
"472","1405890",0.0978959351200777,"trunk",0.0978959351200777,13.9889002184683,13.9889002184683,0
"597","1078",11.8803165626737,"motorway",7.12818993760421,101.184323440881,101.184323440881,0
"597","1012312",35.0439460671431,"motorway",21.0263676402859,106.564546250775,106.564546250775,0
"597","1053145",22.130771635064,"primary",33.196157452596,118.734336063085,118.734336063085,0
"597","1062128",4.04105109097774,"primary",6.06157663646661,91.5997552469561,91.5997552469561,0
"597","1081696",6.76063973264203,"primary",10.1409595989631,95.6791382094525,95.6791382094525,0
"597","1117047",1.46944790372023,"primary",2.20417185558035,87.7423504660698,87.7423504660698,0
"597","1242039",1.68360087753923,"primary",2.52540131630885,88.0635799267983,88.0635799267983,0
"597","8057",5.40049556695264,"trunk",5.40049556695264,100.358924233099,100.358924233099,0
"597","1300286",9.92593989227495,"trunk",9.92593989227495,95.4641185027644,95.4641185027644,0
"831","848",13.5734322847761,"added",54.2937291391043,94.2572775237435,94.2572775237435,0
"831","1081558",15.4478428003358,"added",61.7913712013433,85.9011433095801,85.9011433095801,0
"7986","1108055",5.73859753199886,"primary",8.60789629799828,20.7808627035673,20.7808627035673,0
"7986","4346",15.207915909755,"trunk",15.207915909755,34.5710762549121,34.5710762549121,0
"7986","2582",12.2197449652177,"trunk",12.2197449652177,31.3175459055127,31.3175459055127,0
"7986","6503",4.76603800456388,"trunk",4.76603800456388,23.5426229467973,23.5426229467973,0
"1899","1108055",4.62446729384992,"primary",6.93670094077488,20.1489427389457,20.1489427389457,0
"1899","2193",2.4954613564898,"primary",3.7431920347347,23.6502908971834,23.6502908971834,0
"1899","1090",5.33185447469503,"trunk",5.33185447469503,25.3538115548892,25.3538115548892,0
"1899","1047",7.98710799590059,"trunk",7.98710799590059,27.5001433948808,27.5001433948808,0
"7359","1058966",6.94554013959186,"primary",10.4183102093878,37.8746796383968,37.8746796383968,0
"7359","1240557",17.1645552862221,"added",68.6582211448883,96.1145905738973,96.1145905738973,0
"2579","451",10.9967656566765,"added",43.9870626267061,66.875396231268,66.875396231268,0
"3889","1002243",9.84158264305069,"motorway",5.90494958583042,17.4957505360093,17.4957505360093,0
"3889","1005657",10.5533941293919,"motorway",6.33203647763516,17.922837427814,17.922837427814,0
"5739","1057350",7.15857645342839,"primary",10.7378646801426,23.5040091429177,23.5040091429177,0
"5739","1117996",6.9701971607633,"primary",10.4552957411449,23.2214402039201,23.2214402039201,0
"2905","1002657",8.17196507862373,"motorway",4.90317904717424,38.3903739464521,38.3903739464521,0
"2905","1006005",6.86520787306534,"motorway",4.11912472383921,37.6063196231171,37.6063196231171,0
"2905","1079791",3.82493596748236,"trunk",3.82493596748236,37.3121308667602,37.3121308667602,0
"2905","1308289",6.18967066896207,"trunk",6.18967066896207,39.6768655682399,39.6768655682399,0
"2905","1308292",7.61278066010364,"trunk",7.61278066010364,41.0999755593815,41.0999755593815,0
"2905","6090",6.59829545433742,"trunk",6.59829545433742,48.7937878017072,48.7937878017072,0
"2905","1429243",5.72754513697959,"primary",8.59131770546938,42.0785126047473,42.0785126047473,0
"561","1079777",10.1664956077082,"primary",15.2497434115623,27.5519564012827,27.5519564012827,0
"561","1108014",1.71388069613,"primary",2.570821044195,14.8730340339154,14.8730340339154,0
"561","1327187",9.4987534065757,"trunk",9.4987534065757,21.8009663962961,21.8009663962961,0
"561","1439731",5.16899625586477,"added",20.6759850234591,32.9781980131794,32.9781980131794,0
"5736","1006539",6.24510768171466,"trunk",6.24510768171466,39.6976611467842,39.6976611467842,0
"5736","1057968",5.03885767613238,"primary",7.55828651419856,41.0108399792681,41.0108399792681,0
"5736","1080316",2.8554412990666,"primary",4.28316194859991,37.7357154136694,37.7357154136694,0
"5736","3052",68.7414018439427,"trunk",68.7414018439427,112.606821282306,112.606821282306,0
"5736","1087622",147.687531697243,"primary",221.531297545864,254.983851010933,254.983851010933,0
"5736","367",17.857437964184,"trunk",17.857437964184,59.9990010902499,59.9990010902499,0
"5736","1089957",1.58559392503289,"primary",2.37839088754934,35.8309443526188,35.8309443526188,0
"1748","1136821",20.6833405455288,"primary",31.0250108182933,43.227606170649,43.227606170649,0
"1748","1153695",8.25663277407078,"primary",12.3849491611062,24.5875445134619,24.5875445134619,0
"7163","1079493",5.35575704457775,"primary",8.03363556686662,24.0589974105887,24.0589974105887,0
"7163","1090408",1.18637318021111,"primary",1.77955977031667,17.8049216140387,17.8049216140387,0
"7163","1127107",0.284006579212462,"primary",0.426009868818693,16.4513717125407,16.4513717125407,0
"7163","1134562",2.51308028256451,"primary",3.76962042384676,19.7949822675688,19.7949822675688,0
"8655","1099137",12.0246038932002,"primary",18.0369058398003,28.6479587773954,28.6479587773954,0
"8655","1298528",10.2774776788013,"trunk",10.2774776788013,20.8885306163963,20.8885306163963,0
"8655","1319556",8.36580512864331,"trunk",8.36580512864331,18.9768580662384,18.9768580662384,0
"1585","1059959",11.4220304662482,"primary",17.1330456993723,42.8290246325309,42.8290246325309,0
"1585","1060097",5.96239628648396,"primary",8.94359442972594,34.6395733628846,34.6395733628846,0
"1585","1082231",2.80690343488804,"primary",4.21035515233207,29.9063340854907,29.9063340854907,0
"1585","1298517",25.1596198641526,"trunk",25.1596198641526,50.8555987973112,50.8555987973112,0
"1585","1299471",11.0683434551941,"trunk",11.0683434551941,36.7643223883528,36.7643223883528,0
"1585","1345376",8.61289236435102,"trunk",8.61289236435102,34.3088712975097,34.3088712975097,0
"7635","1011591",8.3744286990549,"primary",12.5616430485823,31.131870115943,31.131870115943,0
"6081","1067975",0.708985835229786,"primary",1.06347875284468,18.9428896305367,18.9428896305367,0
"6081","1099170",2.13455197993346,"primary",3.20182796990019,21.0812388475923,21.0812388475923,0
"6081","1099181",3.56711130422283,"primary",5.35066695633424,23.2300778340263,23.2300778340263,0
"6081","1099187",1.19040064342146,"primary",1.78560096513219,19.6650118428243,19.6650118428243,0
"6081","1099217",0.132580297258726,"primary",0.198870445888089,18.0782813235802,18.0782813235802,0
"6081","1099240",8.84114375285007,"primary",13.2617156292751,31.1411265069672,31.1411265069672,0
"6081","1269250",0.0840505123631215,"primary_link",0.126075768544682,18.0054866462367,18.0054866462367,0
"6081","1318292",8.88122262924811,"trunk",8.88122262924811,26.7606335069402,26.7606335069402,0
"1815","1008939",4.9818963001065,"trunk",4.9818963001065,19.7046300438407,19.7046300438407,0
"1815","1090125",11.9022804681149,"trunk",11.9022804681149,26.6250142118491,26.6250142118491,0
"9173","1263095",87.3446484281164,"trunk",87.3446484281164,103.293246415958,103.293246415958,0
"9173","1298011",4.92693643794141,"trunk",4.92693643794141,20.8755344257828,20.8755344257828,0
"9173","1357143",11.7941744930309,"trunk",11.7941744930309,27.7427724808723,27.7427724808723,0
"3276","8194",16.2634877609697,"trunk",16.2634877609697,35.2158472253172,35.2158472253172,0
"3276","1083625",42.2832637773627,"primary",63.424895666044,74.1570902226107,74.1570902226107,0
"3485","1321529",11.9474220936359,"primary",17.9211331404539,32.5010279731793,32.5010279731793,0
"3485","1340760",10.1290490256688,"trunk",10.1290490256688,24.7089438583942,24.7089438583942,0
"8382","1001407",13.3295699638971,"primary",19.9943549458456,66.5337647687759,66.5337647687759,0
"8382","1057697",14.9153362374527,"trunk",14.9153362374527,61.454746060383,61.454746060383,0
"8382","1057706",13.2076399630122,"primary",19.8114599445182,66.3508697674486,66.3508697674486,0
"8382","1063133",4.58395499213967,"primary",6.8759324882095,53.4153423111399,53.4153423111399,0
"8382","1069302",17.4827958875143,"trunk",17.4827958875143,64.0222057104447,64.0222057104447,0
"8382","1082027",14.9308896121142,"trunk",14.9308896121142,61.4702994350446,61.4702994350446,0
"8382","1082031",20.6619417373771,"trunk",20.6619417373771,67.2013515603075,67.2013515603075,0
"8382","1223763",11.9463866368362,"trunk",11.9463866368362,58.4857964597665,58.4857964597665,0
"8382","1298377",17.9356084381681,"trunk",17.9356084381681,64.4750182610984,64.4750182610984,0
"8382","1298501",15.9818988866744,"trunk",15.9818988866744,62.5213087096048,62.5213087096048,0
"8382","1301937",33.2481059019001,"trunk",33.2481059019001,79.7875157248305,79.7875157248305,0
"4759","1110565",31.6622996202083,"primary",47.4934494303125,62.8459374660964,62.8459374660964,0
"4759","7182",26.8833346517919,"primary",40.3250019776878,66.0147473329395,66.0147473329395,0
"4751","1071670",22.8751391821497,"primary",34.3127087732245,45.8017857112944,45.8017857112944,0
"4751","1090008",117.577624393762,"primary",176.366436590642,187.855513528712,187.855513528712,0
"4751","6303",25.1909672075955,"primary",37.7864508113933,56.2162289628373,56.2162289628373,0
"7883","1007682",0.461669779071935,"motorway_link",0.277001867443161,12.9399837876352,12.9399837876352,0
"7883","8049",87.4288876710585,"primary",131.143331506588,151.72983677326,151.72983677326,0
"7883","1086605",4.12615813377886,"trunk",4.12615813377886,16.7891400539709,16.7891400539709,0
"7883","1089410",6.96358591999051,"primary",10.4453788799858,23.1083608001778,23.1083608001778,0
"6681","5966",301.090941165267,"primary",451.636411747901,476.467707629294,476.467707629294,0
"6681","1090285",42.336066289644,"trunk",42.336066289644,55.957495485339,55.957495485339,0
"6681","1151784",7.27275981320754,"primary",10.9091397198113,24.5305689155063,24.5305689155063,0
"6681","1159028",81.3882468199103,"primary",122.082370229865,135.703799425561,135.703799425561,0
"6681","1337132",15.2669753994937,"primary",22.9004630992405,36.5218922949356,36.5218922949356,0
"3046","1016878",6.00509784840939,"added",24.0203913936376,39.1661278674223,39.1661278674223,0
"1842","2341",3.93323104653858,"motorway",2.35993862792315,83.0352612820923,83.0352612820923,0
"1842","1007702",16.5149282231825,"motorway",9.90895693390949,22.4102457563558,22.4102457563558,0
"1842","1008937",6.54032077234464,"motorway",3.92419246340678,16.4254812858531,16.4254812858531,0
"1842","1018474",2.86514295800142,"primary",4.29771443700213,16.7990032594485,16.7990032594485,0
"1842","1027251",4.19272541219162,"added",16.7709016487665,29.2721904712128,29.2721904712128,0
"1842","1086605",18.3090696469043,"primary",27.4636044703565,39.9648932928028,39.9648932928028,0
"1842","1089804",17.4044788427737,"primary",26.1067182641606,38.608007086607,38.608007086607,0
"1842","6850",0.448984087691453,"trunk",0.448984087691453,22.1129387036962,22.1129387036962,0
"3070","1090296",7.98147015817709,"primary",11.9722052372656,31.0750555190662,31.0750555190662,0
"3070","1110279",5.00862966073631,"primary",7.51294449110447,26.6157947729051,26.6157947729051,0
"2341","1005777",14.6065533546845,"motorway",8.76393201281069,76.9379658445335,76.9379658445335,0
"2341","1007395",4.77694597255748,"motorway",2.86616758353449,71.0402014152573,71.0402014152573,0
"2341","1088209",2.6642112757718,"primary",3.9963169136577,72.1703507453805,72.1703507453805,0
"2341","1195377",4.47477696432174,"primary",6.71216544648261,74.8861992782054,74.8861992782054,0
"2341","1316256",8.37324074009895,"trunk",8.37324074009895,76.5472745718218,76.5472745718218,0
"3028","1084716",132.44895152155,"trunk",132.44895152155,143.382386480427,143.382386480427,0
"3028","1115895",0.936172423139332,"trunk",0.936172423139332,11.8696073820166,11.8696073820166,0
"3028","1136459",3.24388447658483,"trunk",3.24388447658483,14.1773194354621,14.1773194354621,0
"5198","1003385",9.91515627050764,"trunk",9.91515627050764,22.2799360007648,22.2799360007648,0
"5198","1069663",4.88351446964128,"primary",7.32527170446192,19.6900514347191,19.6900514347191,0
"5198","1069726",2.52689456831728,"primary",3.79034185247593,16.1551215827331,16.1551215827331,0
"4200","1059465",58.6609189453111,"added",234.643675781245,247.233354093259,247.233354093259,0
"4746","5922",46.8878227360817,"primary",70.3317341041226,108.970945758868,108.970945758868,0
"4746","1002718",52.687111129801,"motorway",31.6122666778806,43.8040672011831,43.8040672011831,0
"4746","1007665",23.4579542661,"motorway",14.07477255966,26.2665730829625,26.2665730829625,0
"4746","8499",20.3834291614061,"primary",30.5751437421091,52.6634082804021,52.6634082804021,0
"5922","3232",53.6318460680761,"motorway",32.1791076408457,94.7550393619831,94.7550393619831,0
"5922","1007665",27.8423437189322,"motorway",16.7054062313593,43.152817362802,43.152817362802,0
"5922","1077615",4.30280034154443,"primary",6.45420051231664,32.9016116437593,32.9016116437593,0
"5922","1165731",26.350398799645,"trunk",26.350398799645,52.7978099310876,52.7978099310876,0
"5922","3040",18.7862995278067,"trunk",18.7862995278067,51.5522020403729,51.5522020403729,0
"3307","1066223",0.715552066564712,"primary",1.07332809984707,15.07816853291,15.07816853291,0
"3307","1080783",5.25710486999941,"primary",7.88565730499912,21.8904977380621,21.8904977380621,0
"3307","1100485",4.67566250864402,"primary",7.01349376296602,21.018334196029,21.018334196029,0
"7457","4713",26.6130082839684,"motorway",15.9678049703811,85.0037652886446,85.0037652886446,0
"7457","1002718",13.0004866496658,"motorway_link",7.8002919897995,54.0541687042016,54.0541687042016,0
"7457","1007438",11.5477731025604,"motorway",6.92866386153623,53.1825405759384,53.1825405759384,0
"7457","1008390",8.17643344225597,"motorway",4.90586006535358,51.1597367797557,51.1597367797557,0
"7457","1012158",9.75341636436136,"motorway",5.85204981861681,52.1059265330189,52.1059265330189,0
"7457","1089140",6.60390570968785,"primary",9.90585856453177,56.1597352789339,56.1597352789339,0
"7457","1090057",0.618389429051793,"primary",0.92758414357769,47.1814608579798,47.1814608579798,0
"7457","1093469",4.45280573327957,"primary",6.67920859991935,52.9330853143215,52.9330853143215,0
"7457","1168396",2.67280416179466,"primary",4.00920624269199,50.2630829570941,50.2630829570941,0
"3232","1007665",80.8009387147248,"motorway",48.4805632288349,84.6090838185297,84.6090838185297,0
"3232","1007795",23.7221911828166,"motorway",14.23331470969,50.3618352993848,50.3618352993848,0
"3232","7828",12.8793695445572,"trunk",12.8793695445572,58.5079486136041,58.5079486136041,0
"3232","1077599",49.5373061961469,"primary",74.3059592942203,110.434479883915,110.434479883915,0
"3232","1089197",2.69112274879566,"primary",4.03668412319349,40.1652047128883,40.1652047128883,0
"3232","1092722",1.86718666024668,"primary",2.80077999037002,38.9293005800648,38.9293005800648,0
"3232","1092867",43.5129009552992,"primary",65.2693514329487,101.397872022644,101.397872022644,0
"227","1115895",122.974857574115,"primary",184.462286361173,195.885411055309,195.885411055309,0
"227","1126555",8.904055307951,"primary",13.3560829619265,24.7792076560624,24.7792076560624,0
"227","8184",135.235479421854,"primary",202.853219132781,223.919188036196,223.919188036196,0
"5966","1068777",36.7788524403805,"primary",55.1682786605708,66.3781453462683,66.3781453462683,0
"5966","1148535",100.195612490107,"primary",150.29341873516,161.503285420858,161.503285420858,0
"8404","1007837",2.48610145950736,"trunk",2.48610145950736,15.3588116118671,15.3588116118671,0
"8404","1007841",2.47493686818318,"primary",3.71240530227477,16.5851154546346,16.5851154546346,0
"8404","1082949",189.465354014296,"primary",284.198031021444,297.070741173804,297.070741173804,0
"8404","1089273",7.04699906885635,"primary",10.5704986032845,23.4432087556443,23.4432087556443,0
"4713","1007506",47.1107830234856,"motorway",28.2664698140914,51.0485534179528,51.0485534179528,0
"4713","1008390",17.7767404285979,"motorway",10.6660442571587,33.4481278610202,33.4481278610202,0
"4713","1049629",7.056814478212,"added",28.227257912848,51.0093415167095,51.0093415167095,0
"4713","1089146",3.9478355795338,"primary",5.9217533693007,28.7038369731622,28.7038369731622,0
"4713","2119",2.96521216640148,"trunk",2.96521216640148,33.1880991916386,33.1880991916386,0
"8379","3019",44.9151996958779,"primary",67.3727995438169,85.0598419623917,85.0598419623917,0
"8379","1132537",2.36797115314177,"primary",3.55195672971265,14.3739507952976,14.3739507952976,0
"8379","1195715",23.8708081960229,"primary",35.8062122940344,46.6282063596193,46.6282063596193,0
"2794","1068777",28.328030347694,"primary",42.4920455215409,62.2460887082463,62.2460887082463,0
"2794","1068791",91.9538851401363,"trunk",91.9538851401363,111.707928326842,111.707928326842,0
"2794","1087216",41.2714882162727,"primary",61.907232324409,81.6612755111144,81.6612755111144,0
"2794","1335338",24.5693027029122,"trunk",24.5693027029122,44.3233458896176,44.3233458896176,0
"7191","1840",40.9857085199132,"trunk",40.9857085199132,76.0028174443567,76.0028174443567,0
"7191","1006745",4.09916121169933,"trunk",4.09916121169933,28.0464412706585,28.0464412706585,0
"7191","1134916",5.78180524247205,"primary",8.67270786370807,32.6199879226672,32.6199879226672,0
"7191","1192798",16.8205607296847,"primary",25.2308410945271,49.1781211534862,49.1781211534862,0
"8553","1069127",0.0770873728302854,"primary",0.115631059245428,11.130318223815,11.130318223815,0
"8553","1129915",39.6744041215037,"primary",59.5116061822556,70.5262933468252,70.5262933468252,0
"8553","1309021",22.9214444081898,"trunk",22.9214444081898,33.9361315727594,33.9361315727594,0
"7887","1016163",1.16745979822329,"primary",1.75118969733493,25.8088980947142,25.8088980947142,0
"7887","1051459",4.43759229007287,"primary",6.6563884351093,30.7140968324886,30.7140968324886,0
"7887","1068315",7.08389385246238,"trunk",7.08389385246238,31.1416022498417,31.1416022498417,0
"7887","1081125",3.80569267787167,"primary",5.70853901680751,29.7662474141868,29.7662474141868,0
"7887","1123157",0.595827765204778,"primary",0.893741647807166,24.9514500451864,24.9514500451864,0
"7887","1300519",5.31148203739243,"trunk",5.31148203739243,29.3691904347717,29.3691904347717,0
"1949","1080068",63.6852774051094,"primary",95.527916107664,111.683169811095,111.683169811095,0
"1949","1118917",17.5483420754815,"trunk",17.5483420754815,33.7035957789125,33.7035957789125,0
"1949","8070",11.2811610827016,"primary",16.9217416240524,39.4192697179876,39.4192697179876,0
"1949","1309021",2.41065936235799,"primary",3.61598904353699,19.771242746968,19.771242746968,0
"1949","1336714",2.77852742676888,"primary",4.16779114015332,20.3230448435844,20.3230448435844,0
"7665","1068135",9.58195738611618,"primary",14.3729360791743,28.313364894514,28.313364894514,0
"7665","1075566",56.0060542048214,"trunk",56.0060542048214,69.9464830201612,69.9464830201612,0
"7665","1079152",46.8823533144307,"trunk",46.8823533144307,60.8227821297705,60.8227821297705,0
"7665","1084716",129.006605779486,"trunk",129.006605779486,142.947034594826,142.947034594826,0
"7665","1155473",9.26108873405633,"trunk",9.26108873405633,23.2015175493961,23.2015175493961,0
"8541","1006661",27.5520930604741,"motorway",16.5312558362845,33.9645254346383,33.9645254346383,0
"8541","1009622",7.24829118192242,"motorway",4.34897470915345,21.7822443075073,21.7822443075073,0
"8541","1066883",29.5193288832186,"primary",44.278993324828,61.7122629231818,61.7122629231818,0
"8541","1067373",22.737570986122,"primary",34.1063564791831,51.5396260775369,51.5396260775369,0
"8541","1068162",42.6065547637928,"primary",63.9098321456893,81.3431017440431,81.3431017440431,0
"8541","1306773",0.362622475892661,"trunk_link",0.362622475892661,17.7958920742465,17.7958920742465,0
"8541","3797",3.39588286423992,"trunk",3.39588286423992,26.6966713400903,26.6966713400903,0
"1840","1312915",14.4289801839039,"trunk",14.4289801839039,25.4988090493883,985.498809049388,1
"1840","8073",1.65890526674314,"trunk",1.65890526674314,18.5820332968962,18.5820332968962,0
"5063","1007574",34.9689662695279,"primary",52.4534494042918,64.388086204612,64.388086204612,0
"5063","1101047",2.70102185209151,"primary",4.05153277813726,15.9861695784574,15.9861695784574,0
"6493","1080303",2.85201864391054,"primary",4.27802796586581,19.6485986919138,19.6485986919138,0
"6493","1080394",87.8425568067857,"primary",131.763835210179,147.134405936227,147.134405936227,0
"6493","1090535",0.870167732138366,"primary",1.30525159820755,16.6758223242556,16.6758223242556,0
"5221","1007560",4.7866802089625,"added",19.14672083585,30.9996154659018,30.9996154659018,0
